edge_id,from_node,to_node,mode,layer,base_time_hours,base_cost_yuan_per_two,base_risk,source_id,distance_km,seasonal_sensitive,daily_departures,schedule_wait_hours,schedule_id,model_option_role,quality_flag,local_shuttle_raw_cost_yuan_per_two,local_shuttle_cost_floor_yuan_per_two,cost_floor_applied,amap_edge_type,od_quality_note
AM1292,SPOT::P003,SPOT::P030,self_drive,road,8.876,372.07,0.305,AMAP_DISTANCE_API,676.482,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1293,SPOT::P004,SPOT::P030,self_drive,road,8.667,361.61,0.299,AMAP_DISTANCE_API,657.473,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1294,SPOT::P005,SPOT::P030,self_drive,road,8.281,354.71,0.295,AMAP_DISTANCE_API,644.923,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1295,SPOT::P006,SPOT::P030,self_drive,road,8.45,358.57,0.297,AMAP_DISTANCE_API,651.94,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1296,SPOT::P007,SPOT::P030,self_drive,road,7.243,390.33,0.277,AMAP_DISTANCE_API,709.688,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1297,SPOT::P008,SPOT::P030,self_drive,road,10.639,398.84,0.322,AMAP_DISTANCE_API,725.162,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1298,SPOT::P009,SPOT::P030,self_drive,road,6.568,190.05,0.155,AMAP_DISTANCE_API,345.546,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1299,SPOT::P010,SPOT::P030,self_drive,road,10.161,337.71,0.285,AMAP_DISTANCE_API,614.027,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1300,SPOT::P011,SPOT::P030,self_drive,road,9.364,375.13,0.307,AMAP_DISTANCE_API,682.057,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1301,SPOT::P012,SPOT::P030,self_drive,road,8.392,356.83,0.296,AMAP_DISTANCE_API,648.781,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1302,SPOT::P013,SPOT::P030,self_drive,road,9.306,382.61,0.312,AMAP_DISTANCE_API,695.655,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1303,SPOT::P014,SPOT::P030,self_drive,road,9.679,363.28,0.3,AMAP_DISTANCE_API,660.511,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1304,SPOT::P015,SPOT::P030,self_drive,road,12.296,358.91,0.298,AMAP_DISTANCE_API,652.562,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1305,SPOT::P016,SPOT::P030,self_drive,road,11.543,396.84,0.321,AMAP_DISTANCE_API,721.536,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1306,SPOT::P017,SPOT::P030,self_drive,road,11.047,418.84,0.33,AMAP_DISTANCE_API,761.53,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1307,SPOT::P018,SPOT::P030,self_drive,road,15.397,713.2,0.33,AMAP_DISTANCE_API,1296.722,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1308,SPOT::P019,SPOT::P030,self_drive,road,14.804,703.88,0.33,AMAP_DISTANCE_API,1279.786,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1309,SPOT::P020,SPOT::P030,self_drive,road,14.707,697.2,0.33,AMAP_DISTANCE_API,1267.633,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1310,SPOT::P021,SPOT::P030,self_drive,road,12.689,628.0,0.33,AMAP_DISTANCE_API,1141.824,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1311,SPOT::P022,SPOT::P030,self_drive,road,12.525,631.5,0.33,AMAP_DISTANCE_API,1148.176,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1312,SPOT::P023,SPOT::P030,self_drive,road,12.783,427.87,0.33,AMAP_DISTANCE_API,777.954,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1313,SPOT::P024,SPOT::P030,self_drive,road,7.182,389.64,0.276,AMAP_DISTANCE_API,708.428,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1314,SPOT::P025,SPOT::P030,self_drive,road,7.167,389.29,0.276,AMAP_DISTANCE_API,707.808,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1315,SPOT::P026,SPOT::P030,self_drive,road,7.072,388.98,0.276,AMAP_DISTANCE_API,707.244,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1316,SPOT::P027,SPOT::P030,self_drive,road,9.941,490.61,0.33,AMAP_DISTANCE_API,892.01,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1317,SPOT::P028,SPOT::P030,self_drive,road,11.343,545.58,0.33,AMAP_DISTANCE_API,991.957,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1318,SPOT::P029,SPOT::P030,self_drive,road,1.301,36.48,0.062,AMAP_DISTANCE_API,66.329,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1319,SPOT::P031,SPOT::P030,self_drive,road,1.287,35.87,0.062,AMAP_DISTANCE_API,65.219,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1320,SPOT::P032,SPOT::P030,self_drive,road,5.103,215.21,0.17,AMAP_DISTANCE_API,391.283,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1321,SPOT::P033,SPOT::P030,self_drive,road,4.468,140.44,0.125,AMAP_DISTANCE_API,255.34,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1322,SPOT::P034,SPOT::P030,self_drive,road,5.437,214.57,0.17,AMAP_DISTANCE_API,390.126,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1323,SPOT::P035,SPOT::P030,self_drive,road,9.754,466.49,0.33,AMAP_DISTANCE_API,848.165,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1324,SPOT::P036,SPOT::P030,self_drive,road,9.007,433.15,0.33,AMAP_DISTANCE_API,787.539,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1325,SPOT::P037,SPOT::P030,self_drive,road,8.41,357.96,0.297,AMAP_DISTANCE_API,650.845,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1326,SPOT::P038,SPOT::P030,self_drive,road,8.371,300.46,0.262,AMAP_DISTANCE_API,546.289,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1327,SPOT::P039,SPOT::P030,self_drive,road,8.462,358.73,0.297,AMAP_DISTANCE_API,652.242,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1328,SPOT::P040,SPOT::P030,self_drive,road,8.607,443.29,0.33,AMAP_DISTANCE_API,805.973,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1329,SPOT::P001,SPOT::P031,self_drive,road,8.898,407.06,0.327,AMAP_DISTANCE_API,740.103,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1330,SPOT::P002,SPOT::P031,self_drive,road,8.63,403.6,0.325,AMAP_DISTANCE_API,733.811,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1331,SPOT::P003,SPOT::P031,self_drive,road,9.86,401.98,0.324,AMAP_DISTANCE_API,730.878,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1332,SPOT::P004,SPOT::P031,self_drive,road,9.652,391.53,0.317,AMAP_DISTANCE_API,711.869,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1333,SPOT::P005,SPOT::P031,self_drive,road,9.294,384.63,0.313,AMAP_DISTANCE_API,699.319,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1334,SPOT::P006,SPOT::P031,self_drive,road,9.457,388.48,0.315,AMAP_DISTANCE_API,706.336,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1335,SPOT::P007,SPOT::P031,self_drive,road,7.681,384.68,0.273,AMAP_DISTANCE_API,699.414,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1336,SPOT::P008,SPOT::P031,self_drive,road,10.854,408.71,0.328,AMAP_DISTANCE_API,743.109,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1337,SPOT::P009,SPOT::P031,self_drive,road,6.781,199.92,0.161,AMAP_DISTANCE_API,363.493,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1338,SPOT::P010,SPOT::P031,self_drive,road,10.384,347.59,0.291,AMAP_DISTANCE_API,631.974,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1339,SPOT::P011,SPOT::P031,self_drive,road,10.317,405.05,0.325,AMAP_DISTANCE_API,736.453,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1340,SPOT::P012,SPOT::P031,self_drive,road,9.399,386.75,0.314,AMAP_DISTANCE_API,703.177,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1341,SPOT::P013,SPOT::P031,self_drive,road,10.274,412.53,0.33,AMAP_DISTANCE_API,750.051,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1342,SPOT::P014,SPOT::P031,self_drive,road,9.893,373.15,0.306,AMAP_DISTANCE_API,678.458,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1343,SPOT::P015,SPOT::P031,self_drive,road,12.537,368.78,0.304,AMAP_DISTANCE_API,670.509,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1344,SPOT::P016,SPOT::P031,self_drive,road,11.775,406.72,0.326,AMAP_DISTANCE_API,739.483,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1345,SPOT::P017,SPOT::P031,self_drive,road,11.265,428.71,0.33,AMAP_DISTANCE_API,779.477,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1346,SPOT::P018,SPOT::P031,self_drive,road,18.469,648.61,0.33,AMAP_DISTANCE_API,1179.292,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1347,SPOT::P019,SPOT::P031,self_drive,road,17.824,639.3,0.33,AMAP_DISTANCE_API,1162.356,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1348,SPOT::P020,SPOT::P031,self_drive,road,17.809,632.61,0.33,AMAP_DISTANCE_API,1150.203,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1349,SPOT::P021,SPOT::P031,self_drive,road,13.652,657.92,0.33,AMAP_DISTANCE_API,1196.22,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1350,SPOT::P022,SPOT::P031,self_drive,road,15.636,566.91,0.33,AMAP_DISTANCE_API,1030.746,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1351,SPOT::P023,SPOT::P031,self_drive,road,13.043,437.75,0.33,AMAP_DISTANCE_API,795.901,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1352,SPOT::P024,SPOT::P031,self_drive,road,7.629,383.98,0.273,AMAP_DISTANCE_API,698.154,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1353,SPOT::P025,SPOT::P031,self_drive,road,7.605,383.64,0.273,AMAP_DISTANCE_API,697.534,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1354,SPOT::P026,SPOT::P031,self_drive,road,7.508,383.33,0.272,AMAP_DISTANCE_API,696.97,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1355,SPOT::P027,SPOT::P031,self_drive,road,10.359,484.95,0.33,AMAP_DISTANCE_API,881.736,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1356,SPOT::P028,SPOT::P031,self_drive,road,11.752,539.93,0.33,AMAP_DISTANCE_API,981.683,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1357,SPOT::P029,SPOT::P031,self_drive,road,1.497,46.35,0.068,AMAP_DISTANCE_API,84.276,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1358,SPOT::P030,SPOT::P031,self_drive,road,1.271,35.86,0.062,AMAP_DISTANCE_API,65.208,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1359,SPOT::P032,SPOT::P031,self_drive,road,6.124,245.12,0.189,AMAP_DISTANCE_API,445.679,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1360,SPOT::P033,SPOT::P031,self_drive,road,4.648,150.31,0.131,AMAP_DISTANCE_API,273.287,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1361,SPOT::P034,SPOT::P031,self_drive,road,6.391,244.49,0.188,AMAP_DISTANCE_API,444.522,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1362,SPOT::P035,SPOT::P031,self_drive,road,10.713,496.41,0.33,AMAP_DISTANCE_API,902.561,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1363,SPOT::P036,SPOT::P031,self_drive,road,9.99,463.06,0.33,AMAP_DISTANCE_API,841.935,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1364,SPOT::P037,SPOT::P031,self_drive,road,9.178,396.09,0.32,AMAP_DISTANCE_API,720.167,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1365,SPOT::P038,SPOT::P031,self_drive,road,9.631,335.49,0.283,AMAP_DISTANCE_API,609.976,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1366,SPOT::P039,SPOT::P031,self_drive,road,9.222,396.86,0.321,AMAP_DISTANCE_API,721.564,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1367,SPOT::P040,SPOT::P031,self_drive,road,9.01,437.63,0.33,AMAP_DISTANCE_API,795.699,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1368,SPOT::P001,SPOT::P032,self_drive,road,5.654,227.22,0.178,AMAP_DISTANCE_API,413.12,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1369,SPOT::P002,SPOT::P032,self_drive,road,4.942,188.05,0.154,AMAP_DISTANCE_API,341.918,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1370,SPOT::P003,SPOT::P032,self_drive,road,5.568,195.61,0.159,AMAP_DISTANCE_API,355.661,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1371,SPOT::P004,SPOT::P032,self_drive,road,5.356,185.16,0.152,AMAP_DISTANCE_API,336.652,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1372,SPOT::P005,SPOT::P032,self_drive,road,5.071,178.26,0.148,AMAP_DISTANCE_API,324.102,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1373,SPOT::P006,SPOT::P032,self_drive,road,5.212,182.12,0.15,AMAP_DISTANCE_API,331.119,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1374,SPOT::P007,SPOT::P032,self_drive,road,12.02,603.0,0.33,AMAP_DISTANCE_API,1096.363,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1375,SPOT::P008,SPOT::P032,self_drive,road,10.076,478.08,0.33,AMAP_DISTANCE_API,869.233,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1376,SPOT::P009,SPOT::P032,self_drive,road,7.945,241.1,0.186,AMAP_DISTANCE_API,438.359,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1377,SPOT::P010,SPOT::P032,self_drive,road,11.664,388.76,0.316,AMAP_DISTANCE_API,706.84,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1378,SPOT::P011,SPOT::P032,self_drive,road,6.039,198.68,0.16,AMAP_DISTANCE_API,361.236,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1379,SPOT::P012,SPOT::P032,self_drive,road,5.171,180.38,0.149,AMAP_DISTANCE_API,327.96,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1380,SPOT::P013,SPOT::P032,self_drive,road,5.971,206.16,0.165,AMAP_DISTANCE_API,374.834,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1381,SPOT::P014,SPOT::P032,self_drive,road,11.141,414.33,0.33,AMAP_DISTANCE_API,753.324,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1382,SPOT::P015,SPOT::P032,self_drive,road,13.738,409.96,0.328,AMAP_DISTANCE_API,745.375,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1383,SPOT::P016,SPOT::P032,self_drive,road,13.011,447.89,0.33,AMAP_DISTANCE_API,814.349,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1384,SPOT::P017,SPOT::P032,self_drive,road,10.261,492.22,0.33,AMAP_DISTANCE_API,894.951,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1385,SPOT::P018,SPOT::P032,self_drive,road,13.154,563.27,0.33,AMAP_DISTANCE_API,1024.135,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1386,SPOT::P019,SPOT::P032,self_drive,road,12.552,553.96,0.33,AMAP_DISTANCE_API,1007.199,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1387,SPOT::P020,SPOT::P032,self_drive,road,12.507,547.28,0.33,AMAP_DISTANCE_API,995.046,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1388,SPOT::P021,SPOT::P032,self_drive,road,10.415,478.08,0.33,AMAP_DISTANCE_API,869.237,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1389,SPOT::P022,SPOT::P032,self_drive,road,10.381,481.57,0.33,AMAP_DISTANCE_API,875.589,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1390,SPOT::P023,SPOT::P032,self_drive,road,8.866,411.15,0.329,AMAP_DISTANCE_API,747.541,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1391,SPOT::P024,SPOT::P032,self_drive,road,11.977,602.31,0.33,AMAP_DISTANCE_API,1095.103,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1392,SPOT::P025,SPOT::P032,self_drive,road,11.95,601.97,0.33,AMAP_DISTANCE_API,1094.483,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1393,SPOT::P026,SPOT::P032,self_drive,road,11.852,601.66,0.33,AMAP_DISTANCE_API,1093.919,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1394,SPOT::P027,SPOT::P032,self_drive,road,14.828,703.28,0.33,AMAP_DISTANCE_API,1278.685,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1395,SPOT::P028,SPOT::P032,self_drive,road,16.19,758.25,0.33,AMAP_DISTANCE_API,1378.632,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1396,SPOT::P029,SPOT::P032,self_drive,road,5.97,246.56,0.189,AMAP_DISTANCE_API,448.29,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1397,SPOT::P030,SPOT::P032,self_drive,road,4.912,215.49,0.171,AMAP_DISTANCE_API,391.806,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1398,SPOT::P031,SPOT::P032,self_drive,road,5.945,245.95,0.189,AMAP_DISTANCE_API,447.18,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1399,SPOT::P033,SPOT::P032,self_drive,road,6.412,208.34,0.166,AMAP_DISTANCE_API,378.798,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1400,SPOT::P034,SPOT::P032,self_drive,road,2.891,95.6,0.098,AMAP_DISTANCE_API,173.811,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1401,SPOT::P035,SPOT::P032,self_drive,road,7.369,316.57,0.232,AMAP_DISTANCE_API,575.578,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1402,SPOT::P036,SPOT::P032,self_drive,road,6.688,283.22,0.212,AMAP_DISTANCE_API,514.952,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1403,SPOT::P037,SPOT::P032,self_drive,road,13.147,571.46,0.33,AMAP_DISTANCE_API,1039.027,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1404,SPOT::P038,SPOT::P032,self_drive,road,10.429,411.8,0.33,AMAP_DISTANCE_API,748.727,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1405,SPOT::P039,SPOT::P032,self_drive,road,13.223,572.23,0.33,AMAP_DISTANCE_API,1040.424,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1406,SPOT::P040,SPOT::P032,self_drive,road,13.512,655.96,0.33,AMAP_DISTANCE_API,1192.648,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1407,SPOT::P001,SPOT::P033,self_drive,road,6.876,258.08,0.196,AMAP_DISTANCE_API,469.23,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1408,SPOT::P002,SPOT::P033,self_drive,road,6.552,254.62,0.194,AMAP_DISTANCE_API,462.938,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1409,SPOT::P003,SPOT::P033,self_drive,road,8.213,321.31,0.275,AMAP_DISTANCE_API,584.193,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1410,SPOT::P004,SPOT::P033,self_drive,road,7.92,309.39,0.228,AMAP_DISTANCE_API,562.535,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1411,SPOT::P005,SPOT::P033,self_drive,road,8.897,270.1,0.244,AMAP_DISTANCE_API,491.091,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1412,SPOT::P006,SPOT::P033,self_drive,road,9.126,273.96,0.246,AMAP_DISTANCE_API,498.108,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1413,SPOT::P007,SPOT::P033,self_drive,road,11.664,521.51,0.33,AMAP_DISTANCE_API,948.209,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1414,SPOT::P008,SPOT::P033,self_drive,road,6.512,260.22,0.198,AMAP_DISTANCE_API,473.119,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1415,SPOT::P009,SPOT::P033,self_drive,road,2.254,51.43,0.071,AMAP_DISTANCE_API,93.503,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1416,SPOT::P010,SPOT::P033,self_drive,road,5.924,199.09,0.161,AMAP_DISTANCE_API,361.984,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1417,SPOT::P011,SPOT::P033,self_drive,road,8.642,327.02,0.278,AMAP_DISTANCE_API,594.584,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1418,SPOT::P012,SPOT::P033,self_drive,road,9.028,272.22,0.245,AMAP_DISTANCE_API,494.949,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1419,SPOT::P013,SPOT::P033,self_drive,road,8.565,331.85,0.281,AMAP_DISTANCE_API,603.366,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1420,SPOT::P014,SPOT::P033,self_drive,road,5.501,224.66,0.176,AMAP_DISTANCE_API,408.468,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1421,SPOT::P015,SPOT::P033,self_drive,road,8.108,220.29,0.214,AMAP_DISTANCE_API,400.519,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1422,SPOT::P016,SPOT::P033,self_drive,road,7.307,258.22,0.196,AMAP_DISTANCE_API,469.493,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1423,SPOT::P017,SPOT::P033,self_drive,road,6.925,280.22,0.21,AMAP_DISTANCE_API,509.487,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1424,SPOT::P018,SPOT::P033,self_drive,road,13.954,500.12,0.33,AMAP_DISTANCE_API,909.302,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1425,SPOT::P019,SPOT::P033,self_drive,road,13.38,490.8,0.33,AMAP_DISTANCE_API,892.366,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1426,SPOT::P020,SPOT::P033,self_drive,road,13.307,484.12,0.33,AMAP_DISTANCE_API,880.213,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1427,SPOT::P021,SPOT::P033,self_drive,road,11.616,508.94,0.33,AMAP_DISTANCE_API,925.347,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1428,SPOT::P022,SPOT::P033,self_drive,road,11.17,418.42,0.33,AMAP_DISTANCE_API,760.756,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1429,SPOT::P023,SPOT::P033,self_drive,road,8.579,289.25,0.255,AMAP_DISTANCE_API,525.911,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1430,SPOT::P024,SPOT::P033,self_drive,road,11.617,520.82,0.33,AMAP_DISTANCE_API,946.949,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1431,SPOT::P025,SPOT::P033,self_drive,road,11.588,520.48,0.33,AMAP_DISTANCE_API,946.329,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1432,SPOT::P026,SPOT::P033,self_drive,road,11.5,520.17,0.33,AMAP_DISTANCE_API,945.765,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1433,SPOT::P027,SPOT::P033,self_drive,road,14.329,621.79,0.33,AMAP_DISTANCE_API,1130.531,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1434,SPOT::P028,SPOT::P033,self_drive,road,15.726,676.76,0.33,AMAP_DISTANCE_API,1230.478,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1435,SPOT::P029,SPOT::P033,self_drive,road,3.433,106.3,0.104,AMAP_DISTANCE_API,193.264,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1436,SPOT::P030,SPOT::P033,self_drive,road,4.589,140.57,0.125,AMAP_DISTANCE_API,255.586,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1437,SPOT::P031,SPOT::P033,self_drive,road,4.761,150.47,0.131,AMAP_DISTANCE_API,273.585,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1438,SPOT::P032,SPOT::P033,self_drive,road,6.521,208.52,0.166,AMAP_DISTANCE_API,379.124,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1439,SPOT::P034,SPOT::P033,self_drive,road,6.582,243.67,0.188,AMAP_DISTANCE_API,443.035,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1440,SPOT::P035,SPOT::P033,self_drive,road,8.53,347.43,0.291,AMAP_DISTANCE_API,631.688,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1441,SPOT::P036,SPOT::P033,self_drive,road,7.888,314.08,0.23,AMAP_DISTANCE_API,571.062,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1442,SPOT::P037,SPOT::P033,self_drive,road,12.648,499.48,0.33,AMAP_DISTANCE_API,908.145,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1443,SPOT::P038,SPOT::P033,self_drive,road,12.823,440.19,0.33,AMAP_DISTANCE_API,800.354,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1444,SPOT::P039,SPOT::P033,self_drive,road,12.722,500.25,0.33,AMAP_DISTANCE_API,909.542,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1445,SPOT::P040,SPOT::P033,self_drive,road,12.961,574.47,0.33,AMAP_DISTANCE_API,1044.494,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1446,SPOT::P001,SPOT::P034,self_drive,road,5.732,262.07,0.199,AMAP_DISTANCE_API,476.483,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1447,SPOT::P002,SPOT::P034,self_drive,road,5.458,258.61,0.197,AMAP_DISTANCE_API,470.191,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1448,SPOT::P003,SPOT::P034,self_drive,road,6.671,257.04,0.196,AMAP_DISTANCE_API,467.341,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1449,SPOT::P004,SPOT::P034,self_drive,road,6.477,246.58,0.189,AMAP_DISTANCE_API,448.332,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1450,SPOT::P005,SPOT::P034,self_drive,road,6.149,239.68,0.185,AMAP_DISTANCE_API,435.782,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1451,SPOT::P006,SPOT::P034,self_drive,road,6.281,243.54,0.188,AMAP_DISTANCE_API,442.799,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1452,SPOT::P007,SPOT::P034,self_drive,road,12.282,601.36,0.33,AMAP_DISTANCE_API,1093.385,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1453,SPOT::P008,SPOT::P034,self_drive,road,10.202,512.93,0.33,AMAP_DISTANCE_API,932.596,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1454,SPOT::P009,SPOT::P034,self_drive,road,8.048,275.95,0.247,AMAP_DISTANCE_API,501.722,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1455,SPOT::P010,SPOT::P034,self_drive,road,11.804,423.61,0.33,AMAP_DISTANCE_API,770.203,False,,,,,,,,,spot_to_spot,amap_distance_api
