from_hub_name,to_hub_name,shortest_time_hours,shortest_distance_km,path_hubs,path_edges
塔什库尔干县(帕米尔高原),巴音布鲁克,17.5,1260.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市 -> 巴音布鲁克,E046 -> E044 -> E042
塔什库尔干县(帕米尔高原),库车市,13.5,1000.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市,E046 -> E044
塔什库尔干县(帕米尔高原),塔什库尔干县(帕米尔高原),0.0,0.0,塔什库尔干县(帕米尔高原),
塔什库尔干县(帕米尔高原),莎车县,7.0,480.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 莎车县,E046 -> E047
塔什库尔干县(帕米尔高原),和田市,11.0,790.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 和田市,E046 -> E050
塔什库尔干县(帕米尔高原),民丰县(尼雅遗址),12.5,900.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E046 -> E050 -> E051
塔什库尔干县(帕米尔高原),茫崖市,25.5,1960.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 和田市 -> 若羌县(楼兰) -> 茫崖市,E046 -> E050 -> E054 -> E055
莎车县,乌鲁木齐市,20.5,1655.0,莎车县 -> 喀什市 -> 乌鲁木齐市,E048 -> E008
莎车县,吐鲁番市,23.0,1835.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 吐鲁番市,E048 -> E008 -> E001
莎车县,达坂城镇,22.0,1755.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 达坂城镇,E048 -> E008 -> E003
莎车县,伊宁市(伊犁),21.0,1570.0,莎车县 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁),E048 -> E044 -> E042 -> E040 -> E018
莎车县,喀什市,2.5,190.0,莎车县 -> 喀什市,E048
莎车县,阿勒泰市,26.5,2155.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 阿勒泰市,E048 -> E008 -> E009
莎车县,库尔勒市,25.0,1980.0,莎车县 -> 喀什市 -> 和田市 -> 若羌县(楼兰) -> 库尔勒市,E048 -> E050 -> E054 -> E016
莎车县,若羌县(楼兰),19.0,1510.0,莎车县 -> 喀什市 -> 和田市 -> 若羌县(楼兰),E048 -> E050 -> E054
莎车县,那拉提镇,18.0,1320.0,莎车县 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇,E048 -> E044 -> E042 -> E040
莎车县,赛里木湖,23.0,1720.0,莎车县 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 赛里木湖,E048 -> E044 -> E042 -> E040 -> E018 -> E019
莎车县,天池风景区,22.0,1750.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 天池风景区,E048 -> E008 -> E021
莎车县,可可托海,27.0,2185.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 可可托海,E048 -> E008 -> E023
莎车县,禾木村,28.0,2275.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 禾木村,E048 -> E008 -> E025
莎车县,白哈巴,29.0,2335.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 白哈巴,E048 -> E008 -> E027
莎车县,鄯善县(库木塔格沙漠),24.2,1925.0,莎车县 -> 喀什市 -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E048 -> E008 -> E001 -> E031
莎车县,霍城县(惠远古城),22.0,1615.0,莎车县 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E048 -> E044 -> E042 -> E040 -> E018 -> E033
莎车县,特克斯县(八卦城),23.0,1685.0,莎车县 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E048 -> E044 -> E042 -> E040 -> E018 -> E035
莎车县,昭苏县(夏塔古道),24.5,1750.0,莎车县 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E048 -> E044 -> E042 -> E040 -> E018 -> E037
莎车县,巴音布鲁克,15.5,1160.0,莎车县 -> 喀什市 -> 库车市 -> 巴音布鲁克,E048 -> E044 -> E042
莎车县,库车市,11.5,900.0,莎车县 -> 喀什市 -> 库车市,E048 -> E044
莎车县,塔什库尔干县(帕米尔高原),7.0,480.0,莎车县 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E048 -> E045
莎车县,莎车县,0.0,0.0,莎车县,
莎车县,和田市,9.0,690.0,莎车县 -> 喀什市 -> 和田市,E048 -> E050
莎车县,民丰县(尼雅遗址),10.5,800.0,莎车县 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E048 -> E050 -> E051
莎车县,茫崖市,23.5,1860.0,莎车县 -> 喀什市 -> 和田市 -> 若羌县(楼兰) -> 茫崖市,E048 -> E050 -> E054 -> E055
和田市,乌鲁木齐市,22.0,1761.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市,E054 -> E016 -> E012
和田市,吐鲁番市,20.5,1660.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市,E054 -> E016 -> E014
和田市,达坂城镇,22.3,1780.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市 -> 达坂城镇,E054 -> E016 -> E014 -> E029
和田市,伊宁市(伊犁),25.0,1880.0,和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁),E049 -> E044 -> E042 -> E040 -> E018
和田市,喀什市,6.5,500.0,和田市 -> 喀什市,E049
和田市,阿勒泰市,28.0,2261.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 阿勒泰市,E054 -> E016 -> E012 -> E009
和田市,库尔勒市,16.0,1290.0,和田市 -> 若羌县(楼兰) -> 库尔勒市,E054 -> E016
和田市,若羌县(楼兰),10.0,820.0,和田市 -> 若羌县(楼兰),E054
和田市,那拉提镇,22.0,1630.0,和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇,E049 -> E044 -> E042 -> E040
和田市,赛里木湖,27.0,2030.0,和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 赛里木湖,E049 -> E044 -> E042 -> E040 -> E018 -> E019
和田市,天池风景区,23.5,1856.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 天池风景区,E054 -> E016 -> E012 -> E021
和田市,可可托海,28.5,2291.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 可可托海,E054 -> E016 -> E012 -> E023
和田市,禾木村,29.5,2381.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 禾木村,E054 -> E016 -> E012 -> E025
和田市,白哈巴,30.5,2441.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 白哈巴,E054 -> E016 -> E012 -> E027
和田市,鄯善县(库木塔格沙漠),21.7,1750.0,和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E054 -> E016 -> E014 -> E031
和田市,霍城县(惠远古城),26.0,1925.0,和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E049 -> E044 -> E042 -> E040 -> E018 -> E033
和田市,特克斯县(八卦城),27.0,1995.0,和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E049 -> E044 -> E042 -> E040 -> E018 -> E035
和田市,昭苏县(夏塔古道),28.5,2060.0,和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E049 -> E044 -> E042 -> E040 -> E018 -> E037
和田市,巴音布鲁克,19.5,1470.0,和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克,E049 -> E044 -> E042
和田市,库车市,15.5,1210.0,和田市 -> 喀什市 -> 库车市,E049 -> E044
和田市,塔什库尔干县(帕米尔高原),11.0,790.0,和田市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E049 -> E045
和田市,莎车县,9.0,690.0,和田市 -> 喀什市 -> 莎车县,E049 -> E047
和田市,和田市,0.0,0.0,和田市,
和田市,民丰县(尼雅遗址),1.5,110.0,和田市 -> 民丰县(尼雅遗址),E051
和田市,茫崖市,14.5,1170.0,和田市 -> 若羌县(楼兰) -> 茫崖市,E054 -> E055
民丰县(尼雅遗址),乌鲁木齐市,23.5,1871.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市,E052 -> E054 -> E016 -> E012
民丰县(尼雅遗址),吐鲁番市,22.0,1770.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市,E052 -> E054 -> E016 -> E014
民丰县(尼雅遗址),达坂城镇,23.8,1890.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市 -> 达坂城镇,E052 -> E054 -> E016 -> E014 -> E029
民丰县(尼雅遗址),伊宁市(伊犁),26.5,1990.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁),E052 -> E049 -> E044 -> E042 -> E040 -> E018
民丰县(尼雅遗址),喀什市,8.0,610.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市,E052 -> E049
民丰县(尼雅遗址),阿勒泰市,29.5,2371.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 阿勒泰市,E052 -> E054 -> E016 -> E012 -> E009
民丰县(尼雅遗址),库尔勒市,17.5,1400.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市,E052 -> E054 -> E016
民丰县(尼雅遗址),若羌县(楼兰),11.5,930.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰),E052 -> E054
民丰县(尼雅遗址),那拉提镇,23.5,1740.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇,E052 -> E049 -> E044 -> E042 -> E040
民丰县(尼雅遗址),赛里木湖,28.5,2140.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 赛里木湖,E052 -> E049 -> E044 -> E042 -> E040 -> E018 -> E019
民丰县(尼雅遗址),天池风景区,25.0,1966.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 天池风景区,E052 -> E054 -> E016 -> E012 -> E021
民丰县(尼雅遗址),可可托海,30.0,2401.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 可可托海,E052 -> E054 -> E016 -> E012 -> E023
民丰县(尼雅遗址),禾木村,31.0,2491.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 禾木村,E052 -> E054 -> E016 -> E012 -> E025
民丰县(尼雅遗址),白哈巴,32.0,2551.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 白哈巴,E052 -> E054 -> E016 -> E012 -> E027
民丰县(尼雅遗址),鄯善县(库木塔格沙漠),23.2,1860.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E052 -> E054 -> E016 -> E014 -> E031
民丰县(尼雅遗址),霍城县(惠远古城),27.5,2035.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E052 -> E049 -> E044 -> E042 -> E040 -> E018 -> E033
民丰县(尼雅遗址),特克斯县(八卦城),28.5,2105.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E052 -> E049 -> E044 -> E042 -> E040 -> E018 -> E035
民丰县(尼雅遗址),昭苏县(夏塔古道),30.0,2170.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E052 -> E049 -> E044 -> E042 -> E040 -> E018 -> E037
民丰县(尼雅遗址),巴音布鲁克,21.0,1580.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市 -> 巴音布鲁克,E052 -> E049 -> E044 -> E042
民丰县(尼雅遗址),库车市,17.0,1320.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 库车市,E052 -> E049 -> E044
民丰县(尼雅遗址),塔什库尔干县(帕米尔高原),12.5,900.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E052 -> E049 -> E045
民丰县(尼雅遗址),莎车县,10.5,800.0,民丰县(尼雅遗址) -> 和田市 -> 喀什市 -> 莎车县,E052 -> E049 -> E047
民丰县(尼雅遗址),和田市,1.5,110.0,民丰县(尼雅遗址) -> 和田市,E052
民丰县(尼雅遗址),民丰县(尼雅遗址),0.0,0.0,民丰县(尼雅遗址),
民丰县(尼雅遗址),茫崖市,16.0,1280.0,民丰县(尼雅遗址) -> 和田市 -> 若羌县(楼兰) -> 茫崖市,E052 -> E054 -> E055
茫崖市,乌鲁木齐市,16.5,1291.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市,E056 -> E016 -> E012
茫崖市,吐鲁番市,15.0,1190.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市,E056 -> E016 -> E014
茫崖市,达坂城镇,16.8,1310.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市 -> 达坂城镇,E056 -> E016 -> E014 -> E029
茫崖市,伊宁市(伊犁),23.5,1981.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁),E056 -> E016 -> E012 -> E005
茫崖市,喀什市,21.0,1670.0,茫崖市 -> 若羌县(楼兰) -> 和田市 -> 喀什市,E056 -> E053 -> E049
茫崖市,阿勒泰市,22.5,1791.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 阿勒泰市,E056 -> E016 -> E012 -> E009
茫崖市,库尔勒市,10.5,820.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市,E056 -> E016
茫崖市,若羌县(楼兰),4.5,350.0,茫崖市 -> 若羌县(楼兰),E056
茫崖市,那拉提镇,26.5,2231.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇,E056 -> E016 -> E012 -> E005 -> E017
茫崖市,赛里木湖,25.5,2131.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖,E056 -> E016 -> E012 -> E005 -> E019
茫崖市,天池风景区,18.0,1386.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 天池风景区,E056 -> E016 -> E012 -> E021
茫崖市,可可托海,23.0,1821.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 可可托海,E056 -> E016 -> E012 -> E023
茫崖市,禾木村,24.0,1911.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 禾木村,E056 -> E016 -> E012 -> E025
茫崖市,白哈巴,25.0,1971.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 白哈巴,E056 -> E016 -> E012 -> E027
茫崖市,鄯善县(库木塔格沙漠),16.2,1280.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E056 -> E016 -> E014 -> E031
茫崖市,霍城县(惠远古城),24.5,2026.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E056 -> E016 -> E012 -> E005 -> E033
茫崖市,特克斯县(八卦城),25.5,2096.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E056 -> E016 -> E012 -> E005 -> E035
茫崖市,昭苏县(夏塔古道),27.0,2161.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E056 -> E016 -> E012 -> E005 -> E037
茫崖市,巴音布鲁克,29.0,2391.0,茫崖市 -> 若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E056 -> E016 -> E012 -> E005 -> E017 -> E039
茫崖市,库车市,30.0,2380.0,茫崖市 -> 若羌县(楼兰) -> 和田市 -> 喀什市 -> 库车市,E056 -> E053 -> E049 -> E044
茫崖市,塔什库尔干县(帕米尔高原),25.5,1960.0,茫崖市 -> 若羌县(楼兰) -> 和田市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E056 -> E053 -> E049 -> E045
茫崖市,莎车县,23.5,1860.0,茫崖市 -> 若羌县(楼兰) -> 和田市 -> 喀什市 -> 莎车县,E056 -> E053 -> E049 -> E047
茫崖市,和田市,14.5,1170.0,茫崖市 -> 若羌县(楼兰) -> 和田市,E056 -> E053
茫崖市,民丰县(尼雅遗址),16.0,1280.0,茫崖市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址),E056 -> E053 -> E051
茫崖市,茫崖市,0.0,0.0,茫崖市,
