sample_id,scenario_id,scenario_description,road_time_factor,rail_time_factor,air_time_factor,coach_time_factor,local_time_factor,road_cost_factor,rail_cost_factor,air_cost_factor,coach_cost_factor,service_time_factor,reservation_pressure,hotel_full_probability,road_closure_probability,public_transport_disruption_probability,heatwave_flag,heat_penalty_hours,general_cost_multiplier,risk_add_road,risk_add_public
369,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.9494,0.983,0.9793,1.0068,1.0519,0.9835,1.0926,1.0182,1.0093,1.0297,0.0468,0.0551,0.08,0.025,False,0.265,1.0559,0.25,0.0
370,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1261,1.068,1.0193,0.9696,1.0431,1.0213,1.1167,1.2375,1.0249,1.0642,0.1128,0.1309,0.015,0.03,False,0.135,1.216,0.03,0.04
371,base_summer,暑假普通日，使用基础时间。,1.0242,1.0284,0.9705,0.9678,1.054,0.9586,0.9955,1.0524,1.0488,0.9885,0.0535,0.0668,0.015,0.015,False,0.26,0.9835,0.0,0.0
372,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7605,0.9331,0.9966,1.0004,0.9816,1.0559,1.003,0.9692,1.0178,0.9961,0.1153,0.0796,0.08,0.025,False,0.067,1.0248,0.25,0.0
373,base_summer,暑假普通日，使用基础时间。,0.9675,1.02,0.9824,0.9947,0.9378,0.9614,1.0141,0.973,0.9986,0.9444,0.0546,0.0359,0.015,0.015,False,0.224,1.0297,0.0,0.0
374,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.8351,0.9636,1.0103,1.0559,0.9768,1.0271,0.9701,0.9947,0.9896,1.0461,0.0412,0.0776,0.08,0.025,False,0.046,1.0211,0.25,0.0
375,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.2144,1.0734,1.064,0.9791,0.9915,1.0426,1.167,1.3146,0.9815,0.9649,0.1568,0.0673,0.015,0.03,True,1.007,1.2317,0.03,0.04
376,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1923,1.0035,0.9799,1.0088,1.0387,1.3112,0.9795,1.0094,1.0549,0.9466,0.1121,0.2881,0.015,0.015,False,0.241,1.2708,0.08,0.0
377,base_summer,暑假普通日，使用基础时间。,1.0077,1.0636,0.9742,0.9958,1.0503,1.0039,1.0596,1.0165,0.9727,0.9905,0.0933,0.0241,0.015,0.015,False,0.341,1.0291,0.0,0.0
378,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.2093,1.0869,1.0425,1.0066,1.0457,1.0335,1.1337,1.2213,0.9634,1.0111,0.1733,0.1401,0.015,0.03,True,0.572,1.2846,0.03,0.04
379,base_summer,暑假普通日，使用基础时间。,1.04,0.9346,0.9766,0.9366,1.0502,0.9429,1.0067,1.0732,0.9631,0.9077,0.01,0.0153,0.015,0.015,True,1.374,1.041,0.0,0.0
380,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1213,1.0639,1.0574,0.9521,1.0332,1.0593,1.1196,1.3333,0.9745,0.9393,0.1741,0.0748,0.015,0.03,True,1.682,1.3025,0.03,0.04
381,base_summer,暑假普通日，使用基础时间。,1.0194,1.0143,0.9685,0.9675,1.0123,1.026,1.0022,0.9624,1.0049,0.9998,0.01,0.0394,0.015,0.015,False,0.283,1.0142,0.0,0.0
382,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.8955,1.0019,1.0239,0.9704,1.0418,0.9509,0.9759,0.9857,0.9739,0.9116,0.1074,0.0577,0.08,0.025,False,0.348,0.995,0.25,0.0
383,base_summer,暑假普通日，使用基础时间。,0.9933,0.9615,1.0441,1.007,1.0437,0.9879,0.9907,0.9839,0.9828,0.9162,0.039,0.0446,0.015,0.015,False,0.286,0.9942,0.0,0.0
384,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1181,0.9789,0.9456,0.9982,1.0937,1.2954,0.9958,1.0279,1.0405,1.0089,0.1239,0.3037,0.015,0.015,False,0.004,1.3449,0.08,0.0
385,base_summer,暑假普通日，使用基础时间。,1.0304,0.9476,0.991,1.0465,0.9601,0.9928,1.0306,0.9839,0.9638,0.9653,0.075,0.0375,0.015,0.015,False,0.283,1.0241,0.0,0.0
386,base_summer,暑假普通日，使用基础时间。,0.9879,0.9654,0.9541,0.9232,0.9594,0.9846,0.9817,0.9176,0.959,1.0363,0.0245,0.01,0.015,0.015,False,0.295,1.0817,0.0,0.0
387,base_summer,暑假普通日，使用基础时间。,0.9743,0.977,0.9752,0.9954,0.9889,1.0406,1.0036,1.0025,0.9788,1.0424,0.04,0.0803,0.015,0.015,False,0.219,1.0237,0.0,0.0
388,base_summer,暑假普通日，使用基础时间。,1.0438,0.9232,0.9716,1.0015,1.0306,0.9912,1.0266,0.9776,0.9705,0.9964,0.0269,0.0625,0.015,0.015,False,0.077,0.9933,0.0,0.0
389,base_summer,暑假普通日，使用基础时间。,0.9535,1.0876,0.9825,1.0066,1.0068,0.979,1.0225,0.9493,1.0247,1.0242,0.01,0.0451,0.015,0.015,False,0.055,1.0404,0.0,0.0
390,base_summer,暑假普通日，使用基础时间。,0.9359,0.9551,0.9726,0.9966,1.0042,0.9344,1.0326,0.958,0.9999,1.0136,0.0467,0.058,0.015,0.015,False,0.068,1.0429,0.0,0.0
391,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1859,1.0363,1.0526,1.0358,0.959,1.014,1.0761,1.2789,0.9825,0.9707,0.1406,0.1266,0.015,0.03,False,0.226,1.2571,0.03,0.04
392,base_summer,暑假普通日，使用基础时间。,1.0709,0.9221,0.9793,1.0232,1.0227,1.0233,0.9521,1.0067,1.0205,1.0141,0.0666,0.0485,0.015,0.015,False,0.116,1.0703,0.0,0.0
393,base_summer,暑假普通日，使用基础时间。,1.0207,0.9684,0.9947,1.0448,0.921,1.0163,0.9685,0.9777,0.9797,1.034,0.0165,0.0356,0.015,0.015,False,0.252,1.0406,0.0,0.0
394,base_summer,暑假普通日，使用基础时间。,1.0391,1.0745,0.9282,0.9918,1.0839,1.0605,0.9941,0.9562,0.9665,0.989,0.0545,0.0704,0.015,0.015,False,0.266,1.0558,0.0,0.0
395,base_summer,暑假普通日，使用基础时间。,1.0147,1.0056,0.9794,1.0134,1.0205,1.0497,0.9496,0.9887,0.9533,1.041,0.0652,0.0645,0.015,0.015,True,1.729,1.0345,0.0,0.0
396,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1321,1.1004,1.0113,0.9838,0.9869,1.1149,1.1032,1.1738,1.0007,0.9919,0.1334,0.1145,0.015,0.03,True,2.049,1.1906,0.03,0.04
397,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1133,0.9865,1.0597,1.0176,1.069,1.2985,0.9823,1.0068,0.9705,0.9646,0.1188,0.2429,0.015,0.015,False,0.203,1.2924,0.08,0.0
398,base_summer,暑假普通日，使用基础时间。,0.971,0.9718,1.0328,1.028,0.9911,1.0542,0.9936,0.9809,0.9537,0.9858,0.0524,0.077,0.015,0.015,False,0.048,0.9901,0.0,0.0
399,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7666,0.9728,0.9942,1.0137,1.0474,1.0323,0.9667,1.0025,1.0076,1.007,0.0382,0.0801,0.08,0.025,False,0.321,0.994,0.25,0.0
400,base_summer,暑假普通日，使用基础时间。,0.9904,1.0628,1.0104,0.9696,0.9877,1.0174,0.9692,1.0232,0.9772,1.0397,0.0297,0.0624,0.015,0.015,True,0.693,1.0101,0.0,0.0
401,base_summer,暑假普通日，使用基础时间。,1.0246,1.0445,1.0132,0.9538,1.0659,0.9467,0.9969,1.0269,1.0378,1.0207,0.01,0.0692,0.015,0.015,False,0.05,1.0188,0.0,0.0
402,base_summer,暑假普通日，使用基础时间。,0.9943,0.9414,1.0043,1.0468,1.0094,1.0077,1.0063,1.012,0.9734,1.0863,0.0285,0.0906,0.015,0.015,False,0.19,1.0158,0.0,0.0
403,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1385,1.0732,1.0798,1.0404,0.9757,1.0053,1.0326,1.2372,0.9815,0.9676,0.1793,0.1426,0.015,0.03,True,0.799,1.2291,0.03,0.04
404,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1322,1.1061,0.9764,0.9755,0.9559,1.0463,1.1034,1.21,0.9734,1.0311,0.1624,0.1054,0.015,0.03,False,0.056,1.2316,0.03,0.04
405,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.2235,1.029,1.0355,0.9813,1.0076,1.0551,1.1546,1.2719,0.9788,0.9716,0.1522,0.1626,0.015,0.03,False,0.29,1.2252,0.03,0.04
406,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1341,1.0573,1.0051,1.0874,1.0428,1.0232,1.0643,1.2297,0.9642,0.9985,0.1188,0.1228,0.015,0.03,True,0.892,1.2783,0.03,0.04
407,base_summer,暑假普通日，使用基础时间。,0.9599,1.0166,1.0091,0.984,0.9875,1.0052,0.9254,0.9835,1.0299,1.0875,0.0751,0.0734,0.015,0.015,False,0.317,1.0412,0.0,0.0
408,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1372,1.0546,1.0959,1.0566,1.0252,1.0323,1.0436,1.2946,1.0379,1.0257,0.1038,0.0765,0.015,0.03,False,0.155,1.2269,0.03,0.04
409,base_summer,暑假普通日，使用基础时间。,0.9631,1.0107,1.0004,1.0355,0.9315,1.0298,1.0102,1.0451,0.978,0.957,0.093,0.01,0.015,0.015,False,0.218,1.0088,0.0,0.0
410,base_summer,暑假普通日，使用基础时间。,1.009,1.0,0.9917,0.971,1.0685,1.0041,0.9848,1.0527,0.9777,0.9908,0.0636,0.0588,0.015,0.015,False,0.341,1.0108,0.0,0.0
411,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.776,0.9924,1.0001,0.9608,0.9846,1.0028,0.9922,1.0004,0.9879,0.9452,0.0797,0.0793,0.08,0.025,False,0.29,1.0183,0.25,0.0
412,base_summer,暑假普通日，使用基础时间。,1.0954,1.0197,1.0347,1.0052,1.0084,1.0012,1.0033,0.9891,0.9275,1.0083,0.064,0.01,0.015,0.015,False,0.288,1.0457,0.0,0.0
413,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.775,1.0224,1.0788,0.9906,1.0412,0.9751,0.9827,0.9622,1.002,1.0216,0.0901,0.0785,0.08,0.025,False,0.138,0.9792,0.25,0.0
414,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0656,0.963,1.0002,1.0727,0.9948,1.2795,1.0172,1.037,1.0005,1.0071,0.1354,0.259,0.015,0.015,False,0.268,1.3485,0.08,0.0
415,base_summer,暑假普通日，使用基础时间。,0.9992,0.9517,1.018,0.9551,1.0451,0.9717,0.9925,0.9926,0.9994,0.9435,0.0464,0.0651,0.015,0.015,False,0.043,1.0335,0.0,0.0
416,base_summer,暑假普通日，使用基础时间。,1.1017,0.976,1.0003,0.9926,1.0073,0.9831,0.9923,1.0276,1.0221,1.0524,0.0909,0.0619,0.015,0.015,False,0.182,0.9833,0.0,0.0
417,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7794,1.0687,1.0445,1.0228,1.0029,0.9983,1.0111,0.9766,1.0285,0.9796,0.1084,0.1095,0.08,0.025,False,0.155,1.0647,0.25,0.0
418,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7831,1.0606,1.0155,0.994,1.0316,0.9504,1.0101,0.9761,1.0868,1.0085,0.0966,0.0739,0.08,0.025,True,1.737,1.0428,0.25,0.0
419,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.115,1.0614,0.9991,0.9471,0.9327,1.0514,1.125,1.2091,1.0006,1.0523,0.1697,0.1007,0.015,0.03,True,1.096,1.2739,0.03,0.04
420,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1503,1.0431,1.0833,0.9758,0.9962,1.0312,1.1554,1.2401,0.9582,1.0037,0.1401,0.1422,0.015,0.03,False,0.031,1.2527,0.03,0.04
421,base_summer,暑假普通日，使用基础时间。,0.9825,0.9919,1.0175,0.978,0.9925,0.9808,0.9728,1.0027,1.0506,1.0105,0.0542,0.0685,0.015,0.015,False,0.16,1.0567,0.0,0.0
422,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0154,0.9975,0.9391,1.0229,1.0075,1.3177,1.0288,0.97,1.0158,0.9777,0.102,0.2615,0.015,0.015,False,0.258,1.3517,0.08,0.0
423,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1573,0.9642,1.023,0.9333,0.9714,1.3058,0.9982,0.9761,1.052,1.0257,0.1078,0.2577,0.015,0.015,False,0.002,1.2452,0.08,0.0
424,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1084,1.0092,1.0714,1.0041,0.9969,1.0756,1.0607,1.2446,0.982,0.9242,0.1252,0.1418,0.015,0.03,False,0.325,1.1989,0.03,0.04
425,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7539,0.9855,1.0431,1.0654,1.1073,1.0284,0.9985,1.0356,1.0205,1.0864,0.1033,0.1179,0.08,0.025,True,1.563,1.0114,0.25,0.0
426,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1932,1.0376,1.0244,1.037,1.0003,0.9983,1.1168,1.2216,0.9849,0.9166,0.1698,0.1441,0.015,0.03,False,0.181,1.2373,0.03,0.04
427,base_summer,暑假普通日，使用基础时间。,1.0193,0.9623,1.0269,1.0463,1.0339,0.9775,0.9698,0.9997,1.0009,1.0296,0.1061,0.1125,0.015,0.015,False,0.297,0.997,0.0,0.0
428,base_summer,暑假普通日，使用基础时间。,1.0325,1.0353,1.0212,1.0254,0.901,0.9269,1.0248,1.0328,0.9498,0.9664,0.0459,0.01,0.015,0.015,False,0.131,1.0262,0.0,0.0
429,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.085,1.0905,1.0892,1.0378,1.0207,1.0702,1.1663,1.2148,0.9979,0.9391,0.136,0.129,0.015,0.03,False,0.144,1.2553,0.03,0.04
430,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.9346,0.9471,1.0089,1.0374,1.0351,0.9868,0.9869,0.9461,0.9978,0.9543,0.0961,0.1164,0.08,0.025,False,0.045,1.0284,0.25,0.0
431,base_summer,暑假普通日，使用基础时间。,1.0494,1.0133,1.0052,1.0278,1.0119,1.0568,1.0,1.0329,0.9998,0.9735,0.0666,0.0645,0.015,0.015,False,0.252,1.0052,0.0,0.0
432,base_summer,暑假普通日，使用基础时间。,1.017,0.9992,0.9902,1.0258,0.9805,0.9906,1.0175,1.003,1.0103,0.9871,0.0521,0.0366,0.015,0.015,False,0.148,1.0066,0.0,0.0
433,base_summer,暑假普通日，使用基础时间。,0.9752,1.0026,0.9303,1.0294,1.0589,1.0419,0.9926,0.9847,1.0228,0.9815,0.0406,0.0856,0.015,0.015,False,0.046,1.0367,0.0,0.0
434,base_summer,暑假普通日，使用基础时间。,1.066,0.9911,1.0393,1.0118,1.0427,1.0108,0.9942,1.007,1.0339,0.9821,0.0863,0.0235,0.015,0.015,False,0.212,1.0227,0.0,0.0
435,base_summer,暑假普通日，使用基础时间。,0.9596,1.0334,1.0269,1.0853,0.9905,0.9721,0.9991,0.9766,1.0536,0.9608,0.045,0.0303,0.015,0.015,False,0.204,0.9968,0.0,0.0
436,base_summer,暑假普通日，使用基础时间。,0.973,1.0749,1.0234,1.0065,0.9974,0.9983,1.0494,0.9942,1.0227,1.0312,0.0446,0.0489,0.015,0.015,True,1.92,1.0124,0.0,0.0
437,base_summer,暑假普通日，使用基础时间。,1.0079,1.006,0.9661,0.9671,1.0568,0.9385,1.0374,0.9647,1.0465,1.0298,0.073,0.0638,0.015,0.015,True,1.063,1.0426,0.0,0.0
438,base_summer,暑假普通日，使用基础时间。,0.9665,1.0148,0.9958,1.0601,0.9712,0.9842,0.9689,1.0009,1.0281,0.9644,0.01,0.0279,0.015,0.015,False,0.1,1.0169,0.0,0.0
439,base_summer,暑假普通日，使用基础时间。,0.9953,0.9745,1.0139,1.0622,1.0629,1.0052,0.9556,1.0005,0.9971,0.9756,0.0297,0.0537,0.015,0.015,False,0.288,1.0326,0.0,0.0
440,base_summer,暑假普通日，使用基础时间。,1.015,1.124,0.9537,1.0255,1.0239,0.9636,0.9842,0.9749,1.035,1.0196,0.0751,0.011,0.015,0.015,False,0.071,0.9975,0.0,0.0
441,base_summer,暑假普通日，使用基础时间。,1.0697,1.011,0.9912,0.9556,1.0637,1.0485,1.0144,1.0193,1.0017,0.9477,0.068,0.0434,0.015,0.015,False,0.34,1.0386,0.0,0.0
442,base_summer,暑假普通日，使用基础时间。,0.9781,0.9133,1.0098,1.0076,1.0245,0.9795,0.9974,1.0188,0.9903,1.0104,0.0355,0.0527,0.015,0.015,False,0.307,1.0001,0.0,0.0
443,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.829,0.9082,0.9951,1.0394,1.0138,0.9634,0.9738,0.9928,0.9611,1.0394,0.1053,0.0675,0.08,0.025,False,0.319,1.0603,0.25,0.0
444,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0756,1.0379,0.9858,1.0053,1.0185,1.3073,1.0241,1.0225,1.0082,0.9581,0.0803,0.2678,0.015,0.015,False,0.207,1.3402,0.08,0.0
445,base_summer,暑假普通日，使用基础时间。,1.0173,0.9498,1.0939,1.0097,1.0589,0.9511,1.0383,0.9818,1.0283,1.0567,0.0748,0.0438,0.015,0.015,False,0.127,1.077,0.0,0.0
446,base_summer,暑假普通日，使用基础时间。,0.9715,0.9613,0.9766,0.9867,0.9644,1.0577,0.9827,1.037,0.9809,1.0004,0.0594,0.0434,0.015,0.015,False,0.306,1.0128,0.0,0.0
447,base_summer,暑假普通日，使用基础时间。,1.045,1.0163,0.9015,1.0037,0.9291,1.0195,0.9843,1.0227,0.9968,0.9394,0.0643,0.0511,0.015,0.015,False,0.005,1.015,0.0,0.0
448,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1613,1.0203,0.9615,1.0065,0.9849,1.2575,0.9854,0.9615,0.9382,0.9724,0.1071,0.2919,0.015,0.015,False,0.163,1.3339,0.08,0.0
449,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1729,1.1107,1.0936,1.0485,0.992,1.0717,1.0903,1.2305,1.0636,0.98,0.1583,0.0935,0.015,0.03,False,0.233,1.2485,0.03,0.04
450,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.8584,1.001,0.9769,1.0361,0.9515,1.0431,0.9981,1.0102,1.0307,1.0003,0.0927,0.0899,0.08,0.025,False,0.321,1.0388,0.25,0.0
451,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1446,0.9767,0.9579,1.0346,0.9939,1.2975,0.9551,1.0058,0.9824,1.0587,0.1055,0.2691,0.015,0.015,False,0.152,1.3327,0.08,0.0
452,base_summer,暑假普通日，使用基础时间。,0.9699,1.0096,1.0357,1.0281,1.0053,0.9862,1.0168,0.985,0.9978,0.9063,0.0538,0.05,0.015,0.015,False,0.042,1.0332,0.0,0.0
453,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0567,1.0488,0.9444,1.0179,1.0156,1.2841,0.9779,1.0123,1.0312,0.9772,0.1388,0.2685,0.015,0.015,True,0.635,1.272,0.08,0.0
454,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.2291,1.0755,1.1121,0.9842,0.9943,1.0514,1.1206,1.2109,0.9939,1.036,0.1869,0.0972,0.015,0.03,False,0.134,1.2182,0.03,0.04
455,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0418,0.997,0.9736,0.9635,0.9264,1.2306,0.9789,0.9662,0.9821,0.9509,0.1441,0.2707,0.015,0.015,True,1.198,1.2978,0.08,0.0
456,base_summer,暑假普通日，使用基础时间。,0.9708,0.9532,0.982,0.9917,0.9952,0.98,0.9834,0.9698,0.983,0.9425,0.073,0.0397,0.015,0.015,False,0.344,1.0151,0.0,0.0
457,base_summer,暑假普通日，使用基础时间。,0.9732,1.1002,1.0056,0.9803,0.9829,0.961,0.9904,0.9734,1.0396,1.043,0.01,0.073,0.015,0.015,False,0.335,1.0263,0.0,0.0
458,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1323,1.0556,1.0222,1.0,1.004,1.06,1.1096,1.2488,1.0439,0.904,0.1396,0.1652,0.015,0.03,True,0.566,1.1911,0.03,0.04
459,base_summer,暑假普通日，使用基础时间。,0.953,0.9494,1.0163,1.0334,1.0711,0.981,0.9715,0.9414,1.0102,1.0736,0.0554,0.0526,0.015,0.015,False,0.185,1.0261,0.0,0.0
460,base_summer,暑假普通日，使用基础时间。,1.0044,0.9849,1.002,1.0137,0.9796,0.9755,0.9438,1.0025,0.9804,0.9727,0.01,0.062,0.015,0.015,False,0.025,1.0031,0.0,0.0
461,base_summer,暑假普通日，使用基础时间。,1.0206,1.0347,0.9705,0.9729,1.1111,0.9876,1.0004,1.0439,0.9646,1.0902,0.01,0.0182,0.015,0.015,False,0.145,1.0101,0.0,0.0
462,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0379,0.9186,0.9934,1.0069,0.9987,1.2857,0.9531,0.9654,0.9969,1.0355,0.1151,0.2908,0.015,0.015,False,0.142,1.3253,0.08,0.0
463,base_summer,暑假普通日，使用基础时间。,1.0062,1.033,1.0441,1.0077,0.9745,1.0679,0.9949,0.9873,1.044,0.9594,0.0351,0.0166,0.015,0.015,False,0.057,1.0574,0.0,0.0
464,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1315,0.9261,1.0239,0.9903,1.0315,1.289,1.0485,0.9552,1.0387,0.9811,0.1098,0.2547,0.015,0.015,False,0.008,1.2782,0.08,0.0
465,base_summer,暑假普通日，使用基础时间。,0.9909,1.0131,1.067,0.9751,1.1168,1.0143,0.9427,1.0458,0.9938,0.9983,0.0292,0.0766,0.015,0.015,False,0.007,1.0121,0.0,0.0
466,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7842,1.054,1.0043,1.0417,0.947,1.0669,0.9453,0.9726,0.982,0.9797,0.0678,0.1079,0.08,0.025,False,0.089,1.0547,0.25,0.0
467,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.117,1.0263,0.966,1.0225,1.0914,1.0225,1.1205,1.2348,1.0228,1.0338,0.1736,0.0802,0.015,0.03,False,0.291,1.2843,0.03,0.04
468,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0928,1.0169,0.9362,0.9342,0.9249,1.3245,1.0229,0.9776,0.9862,0.9916,0.1059,0.2961,0.015,0.015,False,0.199,1.3196,0.08,0.0
469,base_summer,暑假普通日，使用基础时间。,0.9112,0.985,0.9801,1.0363,1.03,0.9757,1.0051,1.0302,1.0019,1.0096,0.0406,0.0453,0.015,0.015,False,0.027,1.0329,0.0,0.0
470,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.8333,1.0155,1.0398,0.9783,1.005,1.0296,1.0395,1.0131,1.0097,1.0235,0.1132,0.11,0.08,0.025,False,0.075,0.9934,0.25,0.0
471,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.2033,1.0122,1.0947,1.0166,1.0539,1.0621,1.0939,1.2753,1.0246,0.887,0.1655,0.1261,0.015,0.03,False,0.264,1.2305,0.03,0.04
472,base_summer,暑假普通日，使用基础时间。,1.1093,1.0173,0.9755,1.002,0.992,0.958,1.0065,1.004,0.9734,0.9843,0.0127,0.0725,0.015,0.015,False,0.226,1.0241,0.0,0.0
473,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1621,1.0161,0.9846,1.0469,1.1161,1.061,1.0618,1.2415,1.0285,0.9181,0.1541,0.1031,0.015,0.03,False,0.267,1.2208,0.03,0.04
474,base_summer,暑假普通日，使用基础时间。,0.9546,1.0135,0.9648,0.9559,0.9858,1.0717,0.9936,1.0372,0.9811,0.9996,0.0443,0.0807,0.015,0.015,False,0.312,1.0196,0.0,0.0
475,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1024,1.0459,1.0455,1.0007,1.0446,1.3284,1.0332,0.9881,1.0254,0.9804,0.1504,0.2842,0.015,0.015,False,0.234,1.3488,0.08,0.0
476,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1612,1.0676,0.9955,0.9946,0.9712,1.0689,1.0761,1.2478,1.0068,0.9784,0.1017,0.1339,0.015,0.03,False,0.078,1.2273,0.03,0.04
477,base_summer,暑假普通日，使用基础时间。,0.9248,1.0013,0.9779,1.0731,1.0253,1.0076,1.0186,0.9924,1.0283,1.0211,0.1002,0.0738,0.015,0.015,False,0.236,1.0183,0.0,0.0
478,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1761,1.0488,1.0967,1.0028,0.994,1.0346,1.1145,1.2388,1.0046,1.1026,0.1553,0.1377,0.015,0.03,False,0.223,1.2346,0.03,0.04
479,base_summer,暑假普通日，使用基础时间。,0.9931,1.0452,1.0323,1.026,0.9829,1.0303,1.0621,1.0191,0.9777,1.009,0.0575,0.0666,0.015,0.015,False,0.195,1.0187,0.0,0.0
480,base_summer,暑假普通日，使用基础时间。,1.0856,0.9775,1.0192,1.0594,0.9834,1.0072,1.0046,0.9991,1.0261,1.0234,0.0478,0.0171,0.015,0.015,False,0.065,1.0274,0.0,0.0
481,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.0895,0.9804,1.0299,0.9934,1.0231,1.0683,1.0871,1.1955,1.006,0.8814,0.1587,0.1239,0.015,0.03,False,0.002,1.267,0.03,0.04
482,base_summer,暑假普通日，使用基础时间。,0.9637,0.9987,0.9584,0.9672,0.9946,0.9962,1.0352,0.9795,0.9961,0.909,0.0808,0.0774,0.015,0.015,False,0.156,1.0249,0.0,0.0
483,base_summer,暑假普通日，使用基础时间。,0.9817,1.0666,0.9832,1.0559,1.0264,1.0362,1.0241,1.0101,0.9775,0.9361,0.0174,0.0396,0.015,0.015,False,0.198,1.0152,0.0,0.0
484,base_summer,暑假普通日，使用基础时间。,1.0361,1.0679,0.9886,0.9656,1.0992,0.9859,1.0256,1.0487,0.9807,1.0887,0.066,0.0601,0.015,0.015,False,0.228,1.0323,0.0,0.0
485,base_summer,暑假普通日，使用基础时间。,0.9447,0.9872,0.9708,0.9855,0.9104,0.9584,0.9932,0.9784,0.9813,0.9795,0.0708,0.0227,0.015,0.015,False,0.32,1.0109,0.0,0.0
486,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1753,1.0618,0.9894,0.9733,1.0073,1.1117,1.1623,1.2426,1.0323,1.0878,0.1938,0.1309,0.015,0.03,False,0.12,1.1526,0.03,0.04
487,base_summer,暑假普通日，使用基础时间。,0.9929,1.0044,0.9892,1.0249,1.0105,1.002,0.9901,1.043,0.976,0.9045,0.0549,0.0369,0.015,0.015,False,0.197,1.0404,0.0,0.0
488,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7599,1.0076,1.0993,0.9841,0.9357,1.0215,0.9962,1.0324,0.9656,0.971,0.1085,0.0877,0.08,0.025,True,1.386,0.9895,0.25,0.0
489,hotel_full_price_surge,住宿紧张导致费用上浮。,1.2613,0.9754,1.079,0.9591,0.9613,1.2601,0.9999,1.0037,0.9716,0.9566,0.0899,0.2475,0.015,0.015,False,0.059,1.3323,0.08,0.0
490,base_summer,暑假普通日，使用基础时间。,1.0434,0.9772,0.921,1.0674,1.0447,1.0474,0.977,1.0119,0.9807,1.0327,0.0419,0.0505,0.015,0.015,False,0.02,0.9974,0.0,0.0
