plan_id,gateway_policy,generation_method,include_special,covered_spots,target_spots,coverage_complete,missing_spots,duplicate_spots_count,year1_entry_gateway,year1_exit_gateway,year2_entry_gateway,year2_exit_gateway,year1_spots,year2_spots,year1_days,year2_days,max_year_days,year_day_difference,year1_transport_cost,year2_transport_cost,total_intra_transport_cost,total_travel_hours,total_service_hours,red_days,long_transfer_edges,time_window_violations,schedule_soft_feasible,schedule_strict_feasible,year1_route_sequence,year2_route_sequence,year1_spot_id_sequence,year2_spot_id_sequence,year1_mode_hours_mix,year2_mode_hours_mix,proved_optimal,solver_status,cost_calibration_version
Q2V3_020_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,10,23,23,13,1009.11,3400.22,4409.33,127.079,130.25,1,12,1,True,False,巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 博斯腾湖,P033 -> P029 -> P031 -> P034 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P032,"{""charter_car"": 6.5, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 12.427, ""taxi_transfer"": 5.079}","{""charter_car"": 34.984, ""gateway_access"": 11.002, ""rail"": 3.55, ""rental_car"": 38.85, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_022_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,16,22,11,23,23,12,1020.01,3428.68,4448.69,126.263,130.25,2,10,2,True,False,巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P033 -> P029 -> P030 -> P031 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P034 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 18.431, ""taxi_transfer"": 6.259}","{""charter_car"": 45.473, ""gateway_access"": 10.672, ""rental_car"": 30.144, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.705}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_013_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,10,24,24,14,1070.48,3410.47,4480.95,129.021,130.25,1,14,1,True,False,天山天池 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 罗布人村寨 -> 库车王府 -> 天山神秘大峡谷 -> 博斯腾湖,巴音布鲁克草原 -> 克孜尔石窟 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 和田博物馆 -> 千里葡萄长廊 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P001 -> P036 -> P035 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P034 -> P030 -> P029 -> P032,P033 -> P031 -> P026 -> P028 -> P027 -> P040 -> P025 -> P024 -> P037 -> P039 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""charter_car"": 6.5, ""gateway_access"": 6.006, ""rail"": 3.55, ""rental_car"": 11.387, ""taxi_transfer"": 6.412}","{""charter_car"": 35.671, ""gateway_access"": 11.844, ""rental_car"": 43.278, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.473}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_015_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,10,24,24,14,999.24,3483.33,4482.57,128.951,130.25,1,14,1,True,False,巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 博斯腾湖,P033 -> P029 -> P030 -> P034 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P032,"{""charter_car"": 6.5, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 12.427, ""taxi_transfer"": 4.883}","{""charter_car"": 40.703, ""gateway_access"": 11.002, ""rental_car"": 38.694, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.163}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_046_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,17,21,11,20,20,9,2313.62,2216.11,4529.73,110.027,130.25,1,9,1,True,False,天山天池 -> 江布拉克草原 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 苏公塔 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 葡萄沟 -> 坎儿井民俗园 -> 交河故城,达坂城古镇 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖,P001 -> P035 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P012 -> P003 -> P013 -> P011 -> P004 -> P005 -> P006,P002 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032,"{""air"": 4.583, ""charter_car"": 16.724, ""gateway_access"": 3.5, ""rental_car"": 12.874, ""taxi_transfer"": 5.171}","{""charter_car"": 6.468, ""gateway_access"": 6.372, ""rail"": 3.55, ""rental_car"": 45.155, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 3.43}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_019_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,14,24,10,24,24,14,1071.91,3477.28,4549.19,130.539,130.25,1,13,1,True,False,天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 罗布人村寨 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 博斯腾湖,北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 巴音布鲁克草原,P001 -> P035 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P034 -> P031 -> P029 -> P032,P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P033,"{""charter_car"": 12.891, ""gateway_access"": 6.006, ""rail"": 3.55, ""rental_car"": 8.673, ""taxi_transfer"": 3.761}","{""charter_car"": 34.984, ""gateway_access"": 8.039, ""rental_car"": 48.627, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_060_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,13,21,21,8,1390.03,3162.94,4552.97,125.782,130.25,1,13,0,True,True,交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 天山天池 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原,世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖,P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P001 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009,P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P035 -> P002 -> P033 -> P029 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P034 -> P032,"{""charter_car"": 12.678, ""gateway_access"": 9.933, ""rental_car"": 20.486, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 2.353}","{""charter_car"": 36.295, ""gateway_access"": 9.544, ""rail"": 3.55, ""rental_car"": 22.749, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 5.994}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_078_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,19,19,12,19,19,7,2401.37,2156.65,4558.02,107.656,130.25,1,9,1,True,False,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 江布拉克草原 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖,P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P036 -> P035 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032,"{""air"": 4.583, ""charter_car"": 16.018, ""gateway_access"": 2.369, ""rental_car"": 13.524, ""taxi_transfer"": 7.345}","{""charter_car"": 6.468, ""gateway_access"": 11.002, ""rail"": 3.55, ""rental_car"": 37.167, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 3.43}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_042_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,21,17,16,16,16,0,1675.65,2938.98,4614.63,113.917,130.25,2,10,0,True,True,赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,达坂城古镇 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 那拉提草原 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P033 -> P029 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P036 -> P035 -> P001,P002 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P030 -> P009 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""charter_car"": 7.307, ""gateway_access"": 6.868, ""rail"": 3.55, ""rental_car"": 30.967, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 5.184}","{""air"": 4.583, ""charter_car"": 30.168, ""gateway_access"": 7.084, ""rental_car"": 12.898, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_066_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,12,22,22,10,1393.79,3258.17,4651.96,129.342,130.25,1,12,0,True,True,交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原,世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原,P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P036 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009,P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P001 -> P035 -> P002 -> P032 -> P034 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P029 -> P033,"{""charter_car"": 13.667, ""gateway_access"": 9.933, ""rental_car"": 19.136, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 2.353}","{""charter_car"": 36.134, ""gateway_access"": 10.547, ""rental_car"": 30.892, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 4.48}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_076_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,14,20,20,6,2458.81,2197.75,4656.56,128.338,130.25,2,14,0,True,True,世界魔鬼城 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖,巴音布鲁克草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 天山天池 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村,P023 -> P009 -> P029 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P034 -> P032,P033 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P001 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P002 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020,"{""charter_car"": 30.831, ""gateway_access"": 9.544, ""rail"": 3.55, ""rental_car"": 12.716, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 3.802}","{""charter_car"": 13.549, ""gateway_access"": 13.455, ""rail"": 2.433, ""rental_car"": 31.276, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 4.982}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_038_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,11,21,21,10,2319.04,2338.41,4657.45,113.19,130.25,1,9,1,True,False,天山天池 -> 江布拉克草原 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 坎儿井民俗园 -> 吐峪沟麻扎村 -> 高昌故城 -> 葡萄沟 -> 达坂城古镇,北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 苏公塔 -> 火焰山 -> 交河故城,P001 -> P035 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P005 -> P013 -> P011 -> P004 -> P002,P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P012 -> P003 -> P006,"{""air"": 4.583, ""charter_car"": 16.628, ""gateway_access"": 2.191, ""rental_car"": 15.974, ""taxi_transfer"": 4.658}","{""charter_car"": 6.468, ""gateway_access"": 4.53, ""rail"": 3.55, ""rental_car"": 47.665, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 4.743}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_080_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,16,22,13,21,21,8,1394.14,3299.07,4693.21,127.166,130.25,1,14,0,True,True,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 江布拉克草原 -> 北庭故城遗址 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原,博斯腾湖 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 果子沟大桥 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 天山天池,P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P035 -> P036 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009,P032 -> P034 -> P031 -> P026 -> P028 -> P027 -> P040 -> P025 -> P024 -> P037 -> P039 -> P030 -> P029 -> P033 -> P017 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P001,"{""charter_car"": 13.667, ""gateway_access"": 8.742, ""rental_car"": 18.765, ""taxi_transfer"": 6.195}","{""charter_car"": 35.411, ""gateway_access"": 5.879, ""rental_car"": 32.414, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 4.193}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_070_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,16,22,17,17,17,0,2996.65,1715.72,4712.37,134.407,130.25,2,10,2,True,False,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 火焰山 -> 高昌故城,赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P003 -> P011,P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P013 -> P002 -> P036 -> P035 -> P001,"{""charter_car"": 43.449, ""gateway_access"": 9.196, ""rental_car"": 17.546, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.439}","{""charter_car"": 6.468, ""gateway_access"": 6.868, ""rail"": 3.55, ""rental_car"": 36.021, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 5.67}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
